0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180
255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180
255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180
255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180
255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180
255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180
255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180
255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180
255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180,255180
