0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919842
0.855856,0.441441,0.576577,0.684685,0.567568,0.567568,0.774775,0.720721,0.639640,0.423423,0.567568,0.423423,0.711712,0.405405,0.576577,0.144144,0.576577,0.576577,0.549550,0.567568,0.279279,1.000000,0.774775,0.072072,0.504505,0.720721,0.576577,0.576577,0.027027,0.549550,0.873874,1.000000,0.711712,0.585586,0.549550,1.000000,0.900901,0.522523,0.499343
0.144144,0.000000,0.981982,0.027027,0.144144,0.000000,0.432432,0.648649,0.216216,0.000000,0.477477,0.531532,0.144144,0.576577,0.585586,0.711712,0.567568,1.000000,0.882883,0.000000,0.099099,0.045045,0.000000,0.432432,0.927928,0.081081,0.333333,0.567568,0.684685,0.576577,0.000000,0.000000,0.423423,1.000000,1.000000,0.027027,0.000000,0.144144,0.210250
1.000000,0.297297,0.000000,0.540541,0.711712,0.621622,0.000000,0.000000,0.207207,0.945946,0.000000,0.036036,0.972973,0.018018,0.558559,0.576577,0.144144,0.000000,0.000000,0.396396,0.567568,0.765766,0.801802,0.639640,0.000000,0.630631,0.090090,0.000000,0.891892,0.117117,0.576577,0.576577,0.000000,0.144144,0.000000,0.396396,0.423423,1.000000,0.499343
0.720721,0.702703,1.000000,0.171171,0.144144,0.000000,0.945946,0.423423,0.648649,0.486486,0.567568,0.387387,0.315315,1.000000,0.423423,0.423423,0.567568,0.441441,0.981982,1.000000,0.567568,0.711712,0.342342,0.000000,0.783784,1.000000,0.279279,0.531532,0.000000,0.594595,0.558559,0.000000,0.000000,0.576577,0.000000,0.576577,0.531532,0.423423,0.709593
0.288288,0.000000,0.000000,0.540541,1.000000,0.909910,0.513514,0.567568,0.711712,0.567568,0.954955,0.612613,0.252252,0.000000,0.153153,0.711712,0.144144,0.000000,0.000000,0.000000,0.387387,0.189189,0.225225,0.783784,0.000000,0.144144,0.621622,0.567568,0.972973,0.306306,0.702703,0.864865,0.432432,0.144144,0.693694,0.603604,0.000000,0.000000,0.420499
0.711712,1.000000,1.000000,0.567568,0.324324,0.234234,1.000000,0.279279,0.360360,0.000000,0.000000,0.756757,0.684685,0.306306,0.567568,0.423423,0.567568,0.729730,0.576577,0.540541,0.135135,0.135135,0.486486,0.576577,0.576577,0.774775,0.090090,0.576577,0.576577,0.144144,0.000000,0.576577,0.567568,0.567568,0.018018,0.252252,1.000000,0.765766,0.210250
0.855856,0.009009,0.000000,0.972973,0.279279,0.333333,0.000000,0.000000,0.207207,1.000000,0.567568,0.423423,0.423423,0.549550,0.576577,0.144144,0.576577,0.576577,0.576577,0.252252,0.567568,0.423423,0.567568,0.783784,0.576577,0.774775,0.567568,0.279279,0.423423,0.567568,0.558559,0.864865,0.864865,0.558559,1.000000,1.000000,0.036036,0.522523,0.499343
0.144144,0.558559,0.450450,0.000000,0.243243,0.477477,0.576577,0.576577,0.576577,0.000000,0.000000,0.000000,0.144144,0.000000,0.009009,1.000000,0.576577,0.432432,0.405405,1.000000,0.135135,0.045045,0.000000,0.000000,0.864865,0.486486,0.423423,0.243243,0.000000,0.450450,0.702703,0.000000,0.000000,0.414414,0.162162,0.252252,1.000000,0.765766,0.210250
